packet_size,request_rate,source_ip,destination_ip,protocol_type
127,565.9398538494262,192.51.163.3,192.168.1.1,TCP
381,112.97005409138141,250.165.159.9,192.168.1.1,TCP
913,974.1328446544143,246.152.113.24,192.168.1.1,TCP
595,623.9795600468519,50.238.66.9,192.168.1.1,TCP
691,766.1983302207872,4.112.148.24,192.168.1.1,TCP
1210,230.82519593248728,71.84.147.42,192.168.1.1,TCP
431,872.9318736842911,171.232.209.23,192.168.1.1,TCP
1148,857.3753424439009,134.146.158.49,192.168.1.1,TCP
561,293.5774657211372,5.175.129.1,192.168.1.1,TCP
1374,135.17853516494222,162.245.248.46,192.168.1.1,TCP
941,215.86877665452596,106.160.104.44,192.168.1.1,TCP
1312,264.8661004655236,86.36.205.15,192.168.1.1,TCP
945,225.74591968806854,166.31.28.30,192.168.1.1,TCP
453,653.1100920900177,246.125.77.42,192.168.1.1,TCP
605,299.06405545363384,117.57.128.7,192.168.1.1,TCP
1042,533.1810806728151,106.138.74.2,192.168.1.1,TCP
1225,661.9474613608546,246.145.156.37,192.168.1.1,TCP
829,889.142079155498,167.225.54.21,192.168.1.1,TCP
397,180.56258204892424,89.93.67.32,192.168.1.1,TCP
799,116.48497253665249,238.113.20.20,192.168.1.1,TCP
499,798.3409523991468,95.159.211.49,192.168.1.1,TCP
1228,991.5485650911966,124.103.64.43,192.168.1.1,TCP
623,597.9945098498877,119.42.16.31,192.168.1.1,TCP
585,665.0424736982812,200.177.141.20,192.168.1.1,TCP
1356,180.16467523154978,124.174.103.46,192.168.1.1,TCP
1189,719.9941575295136,243.97.42.2,192.168.1.1,TCP
121,639.4775535729996,80.226.51.10,192.168.1.1,TCP
1072,439.5451004975032,101.80.242.10,192.168.1.1,TCP
722,127.77747898404724,144.59.185.1,192.168.1.1,TCP
960,781.7722844070043,208.146.42.6,192.168.1.1,TCP
1215,650.0554192512692,107.55.150.24,192.168.1.1,TCP
1149,729.3817193711335,114.219.177.18,192.168.1.1,TCP
165,950.9816343254591,82.186.85.5,192.168.1.1,TCP
245,225.4815276364784,116.240.31.45,192.168.1.1,TCP
1193,706.3205494094896,116.85.212.8,192.168.1.1,TCP
838,976.6292687308954,54.238.220.30,192.168.1.1,TCP
1207,722.0753339531951,69.73.148.2,192.168.1.1,TCP
448,634.4223899745303,252.141.90.36,192.168.1.1,TCP
99,280.7418101349836,188.183.238.10,192.168.1.1,TCP
654,314.87929705626425,147.235.189.1,192.168.1.1,TCP
393,276.5742625602487,222.175.55.4,192.168.1.1,TCP
943,661.367743848398,6.253.127.27,192.168.1.1,TCP
107,102.16343292499434,233.44.247.8,192.168.1.1,TCP
303,305.69212334360054,101.24.101.48,192.168.1.1,TCP
553,269.4346976103343,237.158.139.34,192.168.1.1,TCP
243,214.3885006459583,135.196.242.15,192.168.1.1,TCP
1221,618.1004269615125,204.139.238.33,192.168.1.1,TCP
66,332.64446262965384,176.253.240.29,192.168.1.1,TCP
1116,230.19016971750233,216.31.18.38,192.168.1.1,TCP
163,238.42761622145886,6.44.197.34,192.168.1.1,TCP
1462,204.41583829855216,221.109.37.16,192.168.1.1,TCP
576,572.1201896716058,127.136.127.40,192.168.1.1,TCP
633,715.9396380632378,82.87.150.2,192.168.1.1,TCP
1371,362.2128640081888,226.132.206.44,192.168.1.1,TCP
1241,575.4215240623469,247.42.172.13,192.168.1.1,TCP
1500,496.1502572444195,37.151.79.4,192.168.1.1,TCP
1313,300.3127522368123,145.4.9.50,192.168.1.1,TCP
839,403.54864094212496,130.252.99.29,192.168.1.1,TCP
848,757.1813033946758,223.150.44.14,192.168.1.1,TCP
1291,146.2041956984247,99.121.190.39,192.168.1.1,TCP
706,242.14588910445732,15.50.240.44,192.168.1.1,TCP
789,313.07757570679746,167.197.169.28,192.168.1.1,TCP
1017,196.12150439591863,83.161.171.28,192.168.1.1,TCP
463,474.88216945525255,113.61.223.11,192.168.1.1,TCP
120,374.18019836004976,56.118.32.9,192.168.1.1,TCP
1064,576.4229003893713,27.122.202.3,192.168.1.1,TCP
497,413.40164573375364,210.43.159.5,192.168.1.1,TCP
844,517.2898896838553,201.58.109.2,192.168.1.1,TCP
1279,409.4150439563758,253.20.225.17,192.168.1.1,TCP
626,750.799215659179,130.34.92.12,192.168.1.1,TCP
609,125.54329391647413,83.71.16.43,192.168.1.1,TCP
511,627.467802476021,214.158.2.7,192.168.1.1,TCP
643,120.4194642608987,89.230.75.11,192.168.1.1,TCP
1163,466.662771572134,153.49.118.41,192.168.1.1,TCP
263,986.4207476644459,170.236.179.8,192.168.1.1,TCP
823,811.3505011876074,248.147.255.14,192.168.1.1,TCP
1488,549.7805530472514,215.121.45.25,192.168.1.1,TCP
141,809.5703058180188,170.240.89.14,192.168.1.1,TCP
337,705.8587971434463,193.75.231.43,192.168.1.1,TCP
1227,429.06225476790996,141.80.133.37,192.168.1.1,TCP
978,852.9036925774564,74.109.184.19,192.168.1.1,TCP
981,799.21466439383,92.244.56.12,192.168.1.1,TCP
1101,566.2797283972754,56.21.76.12,192.168.1.1,TCP
192,604.0350719520386,34.193.220.20,192.168.1.1,TCP
764,794.2847434589758,170.16.240.7,192.168.1.1,TCP
1290,801.4116230444004,202.65.87.44,192.168.1.1,TCP
584,901.7768435709223,171.103.150.41,192.168.1.1,TCP
1270,466.91418065318135,200.198.67.49,192.168.1.1,TCP
299,569.4993405045414,210.217.145.39,192.168.1.1,TCP
929,250.41547731135103,144.240.55.13,192.168.1.1,TCP
851,454.0203999516102,199.65.203.8,192.168.1.1,TCP
689,704.6581751921424,234.149.199.9,192.168.1.1,TCP
784,482.4998185286731,159.204.39.22,192.168.1.1,TCP
498,505.8936483386434,175.6.251.43,192.168.1.1,TCP
898,772.4522047241346,200.181.86.47,192.168.1.1,TCP
332,338.18831749292553,234.159.163.28,192.168.1.1,TCP
914,596.1301399882705,92.199.203.19,192.168.1.1,TCP
989,244.8308404018201,217.129.205.7,192.168.1.1,TCP
1229,167.2482484736995,44.241.83.3,192.168.1.1,TCP
625,992.3089371547769,72.163.143.19,192.168.1.1,TCP
776,933.214995676688,187.77.33.1,192.168.1.1,TCP
841,515.7017220520643,211.6.206.9,192.168.1.1,TCP
884,232.8926596571575,153.231.178.49,192.168.1.1,TCP
1249,727.1185460931148,124.204.166.3,192.168.1.1,TCP
1308,963.1261935043092,68.14.51.5,192.168.1.1,TCP
1392,342.88428733545277,105.231.20.46,192.168.1.1,TCP
1269,669.1000969978172,67.62.6.16,192.168.1.1,TCP
742,501.0175334186695,10.91.232.17,192.168.1.1,TCP
832,864.9340104467465,84.186.157.43,192.168.1.1,TCP
684,646.3455638959159,147.221.167.24,192.168.1.1,TCP
310,876.7585286633149,96.55.82.20,192.168.1.1,TCP
446,974.4451464148611,48.181.228.2,192.168.1.1,TCP
1034,357.2485318759589,22.141.94.39,192.168.1.1,TCP
125,998.7848057575953,67.234.191.41,192.168.1.1,TCP
662,141.82314880257627,37.145.172.44,192.168.1.1,TCP
691,334.63236003375556,208.120.11.26,192.168.1.1,TCP
272,432.39862360203006,234.189.120.36,192.168.1.1,TCP
427,251.30637452288275,206.90.17.23,192.168.1.1,TCP
850,796.2073791252894,230.176.67.17,192.168.1.1,TCP
100,369.6149246558983,63.118.114.49,192.168.1.1,TCP
1120,344.02659950420946,62.47.16.9,192.168.1.1,TCP
486,570.3109588385352,146.7.149.41,192.168.1.1,TCP
1376,172.16775622188857,128.99.241.8,192.168.1.1,TCP
140,262.34201961178326,139.8.61.18,192.168.1.1,TCP
1105,637.2148595750941,76.60.55.30,192.168.1.1,TCP
1255,710.1783264461277,236.216.176.37,192.168.1.1,TCP
1001,759.2033410092454,118.152.126.28,192.168.1.1,TCP
774,604.1555240246962,29.81.80.48,192.168.1.1,TCP
577,449.28959108038333,35.119.148.43,192.168.1.1,TCP
424,588.2170505037095,247.82.221.27,192.168.1.1,TCP
