packet_size,request_rate,source_ip,destination_ip,protocol_type
82,435.6581032153253,21.224.208.211,192.168.1.1,ICMP
75,283.72916407144095,215.149.33.238,192.168.1.1,ICMP
95,585.3864767424742,222.67.198.222,192.168.1.1,ICMP
85,118.87476709891854,162.176.66.138,192.168.1.1,ICMP
61,721.6238009110648,59.240.232.242,192.168.1.1,ICMP
59,655.8146163257974,232.35.57.104,192.168.1.1,ICMP
42,699.0929022227632,114.209.93.150,192.168.1.1,ICMP
77,730.3058666922227,108.125.223.8,192.168.1.1,ICMP
84,571.2027971813375,19.180.138.17,192.168.1.1,ICMP
61,736.5527070743335,56.7.29.115,192.168.1.1,ICMP
55,351.6538252042237,16.91.166.169,192.168.1.1,ICMP
64,698.2244848527436,91.231.38.157,192.168.1.1,ICMP
72,493.22432174983425,84.197.118.143,192.168.1.1,ICMP
42,862.1385656171744,134.216.54.83,192.168.1.1,ICMP
75,987.8824735423352,112.82.204.213,192.168.1.1,ICMP
78,442.91600079331914,78.7.193.221,192.168.1.1,ICMP
66,748.5814028279906,31.212.110.138,192.168.1.1,ICMP
99,142.29483672864237,13.35.29.87,192.168.1.1,ICMP
42,281.63591600356506,229.149.197.219,192.168.1.1,ICMP
91,839.9810237126275,72.142.51.213,192.168.1.1,ICMP
93,915.1770613448314,77.184.119.24,192.168.1.1,ICMP
66,392.466265593022,244.8.120.24,192.168.1.1,ICMP
53,193.72522802350278,199.124.214.253,192.168.1.1,ICMP
40,852.4994225495053,251.135.215.192,192.168.1.1,ICMP
55,727.0488561271005,252.243.164.162,192.168.1.1,ICMP
84,847.8827891229221,107.237.4.90,192.168.1.1,ICMP
77,440.6687286748896,187.32.161.86,192.168.1.1,ICMP
75,369.19044058075593,252.70.81.174,192.168.1.1,ICMP
60,785.4851106853827,44.239.250.18,192.168.1.1,ICMP
90,936.6332336358395,62.8.142.112,192.168.1.1,ICMP
62,814.9051266924661,145.158.246.199,192.168.1.1,ICMP
45,696.8247439891741,40.46.2.129,192.168.1.1,ICMP
50,898.6543681216309,27.244.94.163,192.168.1.1,ICMP
96,325.40826071351916,89.17.185.200,192.168.1.1,ICMP
74,549.5799959277283,227.36.38.181,192.168.1.1,ICMP
72,180.19820476176585,252.144.71.151,192.168.1.1,ICMP
44,516.0775404285182,103.244.180.170,192.168.1.1,ICMP
92,600.3942098196275,232.68.34.178,192.168.1.1,ICMP
73,862.8672259548598,162.76.127.77,192.168.1.1,ICMP
68,313.29715390445904,29.153.110.59,192.168.1.1,ICMP
84,106.46359543098728,44.99.68.102,192.168.1.1,ICMP
89,371.1632730291009,164.122.87.113,192.168.1.1,ICMP
97,361.3808322769723,140.87.129.163,192.168.1.1,ICMP
76,429.72783985577826,207.39.61.44,192.168.1.1,ICMP
77,193.11574409054808,216.241.209.212,192.168.1.1,ICMP
76,912.9348617913379,243.61.52.117,192.168.1.1,ICMP
42,821.8302949004556,91.99.228.35,192.168.1.1,ICMP
76,186.33672323048506,44.138.12.169,192.168.1.1,ICMP
79,486.25533944391833,161.253.207.5,192.168.1.1,ICMP
44,329.07462638590937,109.129.233.136,192.168.1.1,ICMP
86,786.0857087710511,38.127.58.181,192.168.1.1,ICMP
67,546.4564234831078,182.36.178.22,192.168.1.1,ICMP
92,726.7160837000947,221.15.20.190,192.168.1.1,ICMP
80,603.5307860774135,9.66.183.55,192.168.1.1,ICMP
90,156.54164141685254,191.169.221.191,192.168.1.1,ICMP
40,429.7947578481979,123.103.237.179,192.168.1.1,ICMP
76,459.48211674729686,142.5.132.107,192.168.1.1,ICMP
66,394.565162098261,191.198.158.5,192.168.1.1,ICMP
53,954.4833115781013,120.163.107.56,192.168.1.1,ICMP
88,436.24194912434075,62.148.215.170,192.168.1.1,ICMP
51,610.4558230095845,60.55.55.177,192.168.1.1,ICMP
61,677.6730010530513,26.119.175.51,192.168.1.1,ICMP
65,345.71677083168834,10.181.79.184,192.168.1.1,ICMP
58,590.7460585040704,148.235.205.85,192.168.1.1,ICMP
48,813.6601068256737,1.215.20.154,192.168.1.1,ICMP
65,954.0611974644765,131.52.239.34,192.168.1.1,ICMP
59,376.14805198165703,1.127.72.97,192.168.1.1,ICMP
99,792.145903425696,122.2.105.109,192.168.1.1,ICMP
99,108.45525559640818,154.127.180.162,192.168.1.1,ICMP
91,775.5866953194762,162.3.215.245,192.168.1.1,ICMP
90,814.5082153202688,122.155.114.145,192.168.1.1,ICMP
46,245.32474815309547,109.191.55.194,192.168.1.1,ICMP
74,156.8564474516603,140.164.141.137,192.168.1.1,ICMP
72,582.416465996459,154.241.204.245,192.168.1.1,ICMP
47,589.1181700343379,210.138.41.118,192.168.1.1,ICMP
77,101.49100871538369,176.106.88.53,192.168.1.1,ICMP
51,167.58211218466897,33.222.103.35,192.168.1.1,ICMP
65,649.3738247286055,197.43.138.215,192.168.1.1,ICMP
98,611.4701212907967,53.121.145.31,192.168.1.1,ICMP
82,875.1064257562646,17.229.203.148,192.168.1.1,ICMP
48,524.3334873853664,177.219.163.231,192.168.1.1,ICMP
56,815.6722692644464,189.108.215.41,192.168.1.1,ICMP
71,567.6305190479385,215.102.243.235,192.168.1.1,ICMP
87,927.8600843105622,171.190.147.68,192.168.1.1,ICMP
51,300.19231623311214,249.248.70.150,192.168.1.1,ICMP
42,388.4601840256311,99.122.135.149,192.168.1.1,ICMP
67,658.9490318020624,93.202.115.114,192.168.1.1,ICMP
77,846.3491816851141,162.169.141.122,192.168.1.1,ICMP
98,155.7214739679513,234.86.143.93,192.168.1.1,ICMP
64,930.1962031044119,21.74.160.210,192.168.1.1,ICMP
85,185.1142423537853,81.98.167.1,192.168.1.1,ICMP
70,726.5381651649944,188.91.209.96,192.168.1.1,ICMP
47,431.67632709480483,88.120.147.4,192.168.1.1,ICMP
79,887.8537302407433,156.246.34.234,192.168.1.1,ICMP
71,416.03343773552535,118.92.202.248,192.168.1.1,ICMP
82,592.0687794696166,196.216.202.35,192.168.1.1,ICMP
69,671.9520599175177,231.94.132.247,192.168.1.1,ICMP
58,893.2913050273984,132.196.196.169,192.168.1.1,ICMP
95,671.8213696246999,87.103.159.246,192.168.1.1,ICMP
79,437.79729775621973,151.27.128.147,192.168.1.1,ICMP
80,299.237427913145,7.224.155.92,192.168.1.1,ICMP
96,408.34222391060126,11.175.182.236,192.168.1.1,ICMP
76,532.9869376773345,218.43.254.36,192.168.1.1,ICMP
88,424.35639091907814,237.206.67.20,192.168.1.1,ICMP
40,983.3679589450438,21.134.147.191,192.168.1.1,ICMP
99,538.6430150262822,245.119.243.64,192.168.1.1,ICMP
49,186.73813915924822,141.162.78.61,192.168.1.1,ICMP
58,873.9413138526617,219.160.102.204,192.168.1.1,ICMP
97,484.63816127594674,113.134.192.42,192.168.1.1,ICMP
79,207.8545144915687,62.234.70.92,192.168.1.1,ICMP
100,439.8574387092076,153.72.216.250,192.168.1.1,ICMP
77,956.6683905882295,228.63.135.101,192.168.1.1,ICMP
48,998.8154099657519,157.143.123.17,192.168.1.1,ICMP
41,527.7825546489928,21.84.93.79,192.168.1.1,ICMP
78,506.7689563663885,63.169.238.157,192.168.1.1,ICMP
50,140.8236917677786,225.32.139.113,192.168.1.1,ICMP
63,408.4037444866055,47.180.156.102,192.168.1.1,ICMP
67,644.4749530148893,45.134.120.149,192.168.1.1,ICMP
85,195.20658539629355,168.225.93.87,192.168.1.1,ICMP
58,926.2945868666222,177.58.99.175,192.168.1.1,ICMP
50,157.6314300559315,233.89.10.204,192.168.1.1,ICMP
77,443.17492465877785,5.56.247.221,192.168.1.1,ICMP
56,521.9851180602031,180.151.156.127,192.168.1.1,ICMP
42,714.696564596235,93.185.226.141,192.168.1.1,ICMP
82,111.02125799410354,249.114.32.92,192.168.1.1,ICMP
64,682.6045176221037,148.193.248.245,192.168.1.1,ICMP
78,647.2311022526956,34.108.164.198,192.168.1.1,ICMP
84,486.0689999021431,134.236.101.183,192.168.1.1,ICMP
78,469.4927541231267,66.1.247.243,192.168.1.1,ICMP
84,637.5230492217783,30.11.132.60,192.168.1.1,ICMP
83,171.2930470370239,50.13.32.73,192.168.1.1,ICMP
68,410.60987164899547,211.160.114.237,192.168.1.1,ICMP
99,724.598574696537,131.245.183.118,192.168.1.1,ICMP
77,742.3217636140853,108.6.130.138,192.168.1.1,ICMP
57,453.0876025524072,207.45.66.209,192.168.1.1,ICMP
96,664.1522157171984,135.15.9.204,192.168.1.1,ICMP
70,341.520504860341,85.16.89.169,192.168.1.1,ICMP
65,823.0855565627126,111.48.217.30,192.168.1.1,ICMP
97,593.0198777746841,165.117.179.207,192.168.1.1,ICMP
100,808.2965810874301,136.131.251.238,192.168.1.1,ICMP
59,426.3266813803383,249.23.17.176,192.168.1.1,ICMP
50,933.1413496205602,246.201.11.99,192.168.1.1,ICMP
54,870.1105334523935,47.78.222.205,192.168.1.1,ICMP
41,419.16845832461166,224.197.124.76,192.168.1.1,ICMP
85,289.9727205481781,140.146.78.8,192.168.1.1,ICMP
67,656.2188961713347,17.27.111.126,192.168.1.1,ICMP
50,381.27672662990403,11.71.65.130,192.168.1.1,ICMP
58,626.1953077413018,152.116.159.85,192.168.1.1,ICMP
89,560.710403541435,94.25.187.68,192.168.1.1,ICMP
63,114.91656682735155,122.133.142.208,192.168.1.1,ICMP
75,718.103506981314,202.23.157.250,192.168.1.1,ICMP
100,197.33717450605138,20.99.58.233,192.168.1.1,ICMP
97,237.94486223022164,249.128.125.225,192.168.1.1,ICMP
82,816.2899465125332,141.92.83.139,192.168.1.1,ICMP
66,956.1440563193185,176.143.236.228,192.168.1.1,ICMP
92,688.058777045917,49.193.97.231,192.168.1.1,ICMP
58,397.79986082631643,169.190.57.26,192.168.1.1,ICMP
92,839.9506005606347,7.119.212.41,192.168.1.1,ICMP
40,406.670289895201,242.46.124.35,192.168.1.1,ICMP
55,662.6517695233948,88.23.140.117,192.168.1.1,ICMP
60,150.85530374861128,169.56.107.90,192.168.1.1,ICMP
