packet_size,request_rate,ip.src,ip.dst,_ws.col.Protocol,tcp.dstport,udp.dstport
79,0.4455906063255297,90.75.171.42,192.168.1.1,TCP,,
51,0.6196677543226787,29.174.122.81,192.168.1.1,UDP,457.0,548.0
49,0.42160915135915655,88.235.197.143,192.168.1.1,UDP,,569.0
91,0.8871634030978771,108.229.118.146,192.168.1.1,TCP,,
85,0.20454527472958534,20.208.191.169,192.168.1.1,TCP,681.0,84.0
67,0.6139611753732256,85.92.132.203,192.168.1.1,TCP,,
81,0.46587657174237207,70.7.225.121,192.168.1.1,TCP,998.0,697.0
53,0.7441008594639261,129.131.148.95,192.168.1.1,TCP,713.0,
80,0.37549103421264063,145.21.240.200,192.168.1.1,UDP,,216.0
97,0.49072062341066414,171.145.131.162,192.168.1.1,UDP,536.0,1008.0
54,0.3638667868626646,251.172.50.70,192.168.1.1,UDP,,57.0
40,0.5564392462433864,233.227.151.4,192.168.1.1,UDP,696.0,
44,0.9281552416203129,184.242.125.201,192.168.1.1,TCP,,846.0
70,0.4613633779109805,228.41.87.20,192.168.1.1,UDP,381.0,827.0
88,0.8442843698883337,19.22.114.131,192.168.1.1,UDP,317.0,700.0
65,0.4983676802100291,217.6.149.104,192.168.1.1,UDP,911.0,
100,0.8263235090638398,251.180.234.253,192.168.1.1,TCP,738.0,681.0
83,0.7200018743372258,218.108.91.231,192.168.1.1,UDP,,
49,0.9564400665066389,248.128.108.108,192.168.1.1,UDP,193.0,
93,0.6105212021734532,109.238.192.184,192.168.1.1,TCP,,
89,0.1558119444529161,212.74.61.165,192.168.1.1,TCP,799.0,
93,0.10850468793094507,255.219.15.156,192.168.1.1,TCP,,
58,0.7668159774286919,10.166.76.210,192.168.1.1,UDP,,
42,0.8546379625772874,7.42.137.81,192.168.1.1,UDP,760.0,107.0
70,0.4862873884917289,48.193.166.228,192.168.1.1,UDP,,30.0
95,0.3919959961186188,13.158.165.159,192.168.1.1,UDP,961.0,958.0
69,0.37610420807951517,227.246.20.45,192.168.1.1,TCP,40.0,638.0
61,0.46798924417842347,158.12.38.61,192.168.1.1,UDP,578.0,
92,0.5755216941181085,158.122.121.160,192.168.1.1,UDP,118.0,26.0
69,0.710889033005366,46.125.46.105,192.168.1.1,UDP,,
71,0.20603830769622655,21.19.91.3,192.168.1.1,TCP,,
100,0.27696833047182756,80.47.30.11,192.168.1.1,TCP,,265.0
68,0.9485817065645824,28.135.194.26,192.168.1.1,TCP,,841.0
74,0.8384282292534856,128.36.56.226,192.168.1.1,TCP,675.0,22.0
45,0.5241865573734606,9.203.69.216,192.168.1.1,UDP,,
73,0.8140389234948687,164.180.95.234,192.168.1.1,UDP,,
91,0.11509057781621122,216.12.246.196,192.168.1.1,UDP,26.0,925.0
75,0.5915623214919534,226.31.218.53,192.168.1.1,TCP,,632.0
93,0.9403755184501831,137.4.219.150,192.168.1.1,UDP,716.0,945.0
51,0.3427787003163367,106.30.200.79,192.168.1.1,TCP,,
61,0.6582213950256132,164.138.230.156,192.168.1.1,UDP,,
91,0.6642278145532668,81.72.73.112,192.168.1.1,UDP,58.0,
86,0.3737047660672276,143.56.144.108,192.168.1.1,UDP,,
88,0.32365402221164674,190.176.49.137,192.168.1.1,UDP,,258.0
91,0.9729646819230121,118.114.20.64,192.168.1.1,UDP,,236.0
53,0.34139825825786774,234.119.142.19,192.168.1.1,UDP,855.0,
89,0.16561184098998571,52.62.36.16,192.168.1.1,TCP,542.0,
61,0.7388423057230243,70.43.192.209,192.168.1.1,TCP,,159.0
47,0.3216215905283891,28.236.198.229,192.168.1.1,UDP,136.0,
41,0.7194272087867865,101.64.66.61,192.168.1.1,UDP,359.0,
88,0.47448394828415374,106.206.9.87,192.168.1.1,UDP,,272.0
58,0.4968821233686349,13.143.155.131,192.168.1.1,TCP,,561.0
78,0.663850120010806,218.99.120.198,192.168.1.1,UDP,,353.0
61,0.259845768245045,136.170.123.144,192.168.1.1,UDP,766.0,
84,0.1864540865382367,125.222.194.129,192.168.1.1,TCP,384.0,
86,0.7644169526254062,32.194.155.50,192.168.1.1,TCP,780.0,709.0
80,0.49639019944370033,100.150.157.243,192.168.1.1,TCP,149.0,966.0
59,0.15463256248062657,227.96.129.163,192.168.1.1,TCP,,
75,0.7972493379165768,84.84.204.106,192.168.1.1,UDP,,
56,0.3028992196581406,148.62.39.231,192.168.1.1,TCP,,670.0
100,0.5303034443108806,121.235.106.92,192.168.1.1,UDP,,345.0
88,0.7490726396051522,151.63.154.136,192.168.1.1,TCP,,
69,0.7943181153267423,56.235.194.87,192.168.1.1,TCP,,
50,0.37989188814120234,54.51.57.137,192.168.1.1,TCP,,912.0
62,0.590249865106813,136.176.238.105,192.168.1.1,UDP,,
46,0.826390049669548,131.74.98.10,192.168.1.1,TCP,,
67,0.20605252158534954,17.59.145.83,192.168.1.1,TCP,144.0,
100,0.27263050451318127,107.210.81.220,192.168.1.1,UDP,,
100,0.7517700249197479,175.220.62.244,192.168.1.1,TCP,376.0,45.0
88,0.8493992055858466,20.223.67.165,192.168.1.1,UDP,613.0,896.0
63,0.8799698127666387,243.169.127.20,192.168.1.1,TCP,,289.0
52,0.811446446221639,206.201.71.82,192.168.1.1,UDP,604.0,509.0
50,0.624746010036376,81.39.176.112,192.168.1.1,UDP,,92.0
70,0.42127223876906106,218.84.40.22,192.168.1.1,UDP,277.0,520.0
94,0.3769996684838861,7.53.59.166,192.168.1.1,UDP,737.0,
53,0.8443758318832101,54.142.226.117,192.168.1.1,TCP,43.0,187.0
74,0.2532975736226318,170.155.147.135,192.168.1.1,UDP,81.0,135.0
46,0.3554760030447902,90.106.203.145,192.168.1.1,UDP,670.0,803.0
91,0.931612302132517,124.180.231.255,192.168.1.1,UDP,,179.0
97,0.8800126547855929,3.161.74.238,192.168.1.1,UDP,879.0,225.0
98,0.5155051855896957,187.96.121.169,192.168.1.1,UDP,506.0,
63,0.7018577047002152,32.241.240.179,192.168.1.1,TCP,763.0,
93,0.32582829371026395,254.138.235.91,192.168.1.1,UDP,,
81,0.4755386703319454,246.86.229.80,192.168.1.1,UDP,156.0,374.0
46,0.20531410882619033,102.56.39.46,192.168.1.1,TCP,,334.0
83,0.5514029431071521,126.168.138.229,192.168.1.1,TCP,,
67,0.37692587779314757,183.111.189.84,192.168.1.1,UDP,,
64,0.9765462458366322,68.183.60.42,192.168.1.1,TCP,593.0,398.0
46,0.1727951584796209,54.10.4.4,192.168.1.1,UDP,79.0,631.0
54,0.3765551010163869,105.81.210.148,192.168.1.1,UDP,28.0,580.0
54,0.29609318934141643,18.2.248.113,192.168.1.1,UDP,,
75,0.8937451270470435,209.226.113.28,192.168.1.1,TCP,435.0,861.0
87,0.5880657070078916,13.151.61.194,192.168.1.1,UDP,488.0,
65,0.8756891035607586,201.78.195.30,192.168.1.1,TCP,,
41,0.595397661910671,213.150.122.72,192.168.1.1,TCP,,387.0
75,0.39637913267706404,53.52.102.46,192.168.1.1,UDP,,71.0
61,0.8481700968699104,59.211.8.57,192.168.1.1,TCP,,834.0
87,0.9008643395605543,152.30.230.78,192.168.1.1,TCP,163.0,927.0
85,0.6858944251549339,3.126.161.184,192.168.1.1,TCP,,266.0
74,0.9843616519849617,226.101.27.177,192.168.1.1,UDP,,318.0
70,0.5559225821889351,169.142.104.28,192.168.1.1,UDP,453.0,
57,0.6554713696106382,224.203.234.222,192.168.1.1,UDP,,
72,0.5828866126365456,204.101.186.214,192.168.1.1,TCP,234.0,415.0
94,0.8523011944616323,38.58.118.179,192.168.1.1,UDP,,
87,0.2496737042757144,216.134.114.216,192.168.1.1,UDP,692.0,283.0
77,0.20532226833115214,58.111.174.187,192.168.1.1,TCP,897.0,329.0
49,0.4576325685168009,123.35.186.228,192.168.1.1,UDP,,721.0
64,0.15911542939509238,47.243.20.182,192.168.1.1,UDP,352.0,168.0
81,0.6251935949020553,68.42.47.165,192.168.1.1,TCP,476.0,394.0
52,0.27557580421073835,35.112.195.44,192.168.1.1,UDP,529.0,567.0
49,0.2788826746982384,178.99.105.252,192.168.1.1,TCP,,
46,0.5661992255335541,118.41.36.21,192.168.1.1,TCP,,27.0
86,0.5414035697052513,14.6.207.244,192.168.1.1,UDP,631.0,
53,0.40759168181893723,11.212.207.34,192.168.1.1,TCP,863.0,
53,0.4359147578184367,221.235.146.113,192.168.1.1,TCP,56.0,429.0
73,0.3164264995139936,246.214.92.121,192.168.1.1,UDP,,
70,0.8792117974630861,111.134.7.151,192.168.1.1,UDP,,
74,0.6662667341716237,119.31.179.121,192.168.1.1,UDP,784.0,
94,0.7201985871618192,188.116.80.219,192.168.1.1,TCP,,932.0
95,0.5129131360469541,10.115.233.114,192.168.1.1,TCP,,879.0
55,0.9672884546053065,145.65.94.148,192.168.1.1,TCP,,347.0
100,0.38032867748807064,198.197.233.236,192.168.1.1,TCP,234.0,
53,0.3896706423865647,254.26.202.199,192.168.1.1,TCP,940.0,468.0
64,0.7862396858981213,211.52.253.158,192.168.1.1,UDP,961.0,1014.0
100,0.777783455091265,112.151.36.187,192.168.1.1,UDP,,740.0
53,0.20767821074156728,232.232.73.191,192.168.1.1,UDP,,453.0
68,0.5477266057295425,139.191.184.252,192.168.1.1,UDP,1005.0,891.0
45,0.29377141857473643,184.243.252.15,192.168.1.1,TCP,,
82,0.7140161464903723,73.49.29.85,192.168.1.1,UDP,,
52,0.40829706403083965,80.170.83.128,192.168.1.1,UDP,951.0,684.0
75,0.29772777515257265,244.190.7.189,192.168.1.1,TCP,,400.0
93,0.8967360693580407,27.134.190.146,192.168.1.1,TCP,969.0,798.0
100,0.2785055106001266,4.19.10.45,192.168.1.1,TCP,207.0,
82,0.44884315793743923,10.136.171.151,192.168.1.1,UDP,,152.0
81,0.8874661847683915,242.132.139.130,192.168.1.1,UDP,328.0,
41,0.9912256019986113,61.7.195.83,192.168.1.1,UDP,,107.0
86,0.7484323180253938,206.134.145.179,192.168.1.1,UDP,,
46,0.58648852675457,98.180.125.70,192.168.1.1,TCP,603.0,389.0
81,0.3449864085829942,180.137.164.81,192.168.1.1,UDP,540.0,
66,0.43349809727578625,50.147.51.159,192.168.1.1,UDP,,849.0
61,0.6147107040377782,108.45.184.200,192.168.1.1,TCP,74.0,599.0
94,0.5538526985117814,78.10.42.249,192.168.1.1,UDP,386.0,
62,0.6010185421954252,125.218.228.21,192.168.1.1,UDP,307.0,163.0
97,0.19589938227781267,135.184.217.41,192.168.1.1,TCP,414.0,422.0
40,0.1725699864531112,161.145.65.206,192.168.1.1,TCP,,160.0
61,0.36244283849282555,171.28.55.22,192.168.1.1,TCP,1009.0,
57,0.18360564371560106,130.202.175.66,192.168.1.1,UDP,,
100,0.4426132286136726,178.110.20.237,192.168.1.1,TCP,43.0,
100,0.45593985221875377,15.23.51.216,192.168.1.1,TCP,243.0,
95,0.20822870840000707,204.206.221.23,192.168.1.1,TCP,,359.0
52,0.19964709522689122,206.219.218.67,192.168.1.1,TCP,,
94,0.8124614805974923,178.238.102.36,192.168.1.1,TCP,,
82,0.9798420828107354,224.247.61.135,192.168.1.1,TCP,,
64,0.5360202073423698,55.189.31.193,192.168.1.1,UDP,922.0,874.0
54,0.6193581461028157,16.8.129.189,192.168.1.1,TCP,407.0,
67,0.46189388602863146,249.173.211.31,192.168.1.1,TCP,43.0,487.0
82,0.28193746835225936,222.71.220.125,192.168.1.1,UDP,867.0,440.0
